municipio,año,periodo,semana,numcasos,ciclo_vital_adolescencia,ciclo_vital_adulto,ciclo_vital_adulto_mayor,ciclo_vital_ancianidad,ciclo_vital_infancia,ciclo_vital_menor_de_1_año,ciclo_vital_primera_infancia,regimen_salud_contributivo,regimen_salud_especial,regimen_salud_excepción,regimen_salud_indeterminado,regimen_salud_no_asegurado,regimen_salud_subsidiado,evento_clasico,evento_grave,hospitalizado_no,hospitalizado_si,desenlace_fallecido,desenlace_vivo,sexo_femenino,sexo_masculino,subregion_centro,subregion_costera,subregion_metropolitana,subregion_oriental,subregion_sur,area_cabecera_municipal,area_centro_poblado,area_rural_disperso,tipo_caso_conf_por_laboratorio,tipo_caso_conf_por_nexo,tipo_caso_probable
PUERTO COLOMBIA,2019,12,47,5,0.2,0.4,0.2,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,1.0,0.0,1.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.6
PUERTO COLOMBIA,2019,13,49,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2019,13,50,4,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.25,0.75,0.0,1.0,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.25,0.0,0.75
PUERTO COLOMBIA,2019,13,51,3,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2019,13,52,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2020,1,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
PUERTO COLOMBIA,2020,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2020,1,3,4,0.5,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.75,0.25,0.0,1.0,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.25,0.0,0.75
PUERTO COLOMBIA,2020,1,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2020,2,5,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2020,2,6,2,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5
PUERTO COLOMBIA,2020,2,7,4,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.75
PUERTO COLOMBIA,2020,3,9,3,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2020,3,10,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
PUERTO COLOMBIA,2020,3,12,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2020,4,13,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2020,10,38,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2020,11,43,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
PUERTO COLOMBIA,2021,1,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2021,2,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
PUERTO COLOMBIA,2021,2,7,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2021,5,19,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
PUERTO COLOMBIA,2021,8,31,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2021,11,42,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
PUERTO COLOMBIA,2021,11,43,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2021,11,44,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2021,12,45,3,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
PUERTO COLOMBIA,2021,12,46,5,0.6,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.6,0.8,0.2,0.2,0.8,0.0,1.0,0.8,0.2,0.0,0.0,1.0,0.0,0.0,0.8,0.2,0.0,0.2,0.0,0.8
PUERTO COLOMBIA,2021,12,47,7,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.0,1.0,0.5714285714285714,0.42857142857142855,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.14285714285714285,0.0,0.8571428571428571
PUERTO COLOMBIA,2021,12,48,12,0.4166666666666667,0.0,0.0,0.0,0.25,0.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.5833333333333334,0.4166666666666667,0.0,1.0,0.25,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.08333333333333333,0.0,0.9166666666666666
PUERTO COLOMBIA,2021,13,49,9,0.4444444444444444,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.7777777777777778,1.0,0.0,0.5555555555555556,0.4444444444444444,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.3333333333333333,0.0,0.6666666666666666
PUERTO COLOMBIA,2021,13,50,7,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,1.0,0.0,0.7142857142857143,0.2857142857142857,0.0,1.0,0.7142857142857143,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2021,13,51,12,0.25,0.5,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.4166666666666667,0.0,0.0,0.0,0.0,0.5833333333333334,1.0,0.0,0.8333333333333334,0.16666666666666666,0.0,1.0,0.75,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334
PUERTO COLOMBIA,2021,13,52,6,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.16666666666666666,0.8333333333333334,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2022,1,1,9,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,0.0,0.3333333333333333,0.4444444444444444,0.0,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.0,1.0,0.2222222222222222,0.7777777777777778,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1111111111111111,0.0,0.8888888888888888
PUERTO COLOMBIA,2022,1,2,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2022,1,3,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.0,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334
PUERTO COLOMBIA,2022,1,4,7,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,0.0,0.5714285714285714,0.42857142857142855,0.0,1.0,0.8571428571428571,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714
PUERTO COLOMBIA,2022,2,5,5,0.4,0.2,0.0,0.0,0.2,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.6,0.4,0.0,1.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.8,0.2,0.0,0.6,0.0,0.4
PUERTO COLOMBIA,2022,2,6,3,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2022,2,7,3,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2022,2,8,6,0.5,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
PUERTO COLOMBIA,2022,3,9,6,0.16666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
PUERTO COLOMBIA,2022,3,10,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2022,3,12,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2022,4,13,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2022,4,14,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2022,4,15,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUERTO COLOMBIA,2022,4,16,4,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.25,0.75,0.0,1.0,0.25,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.75
PUERTO COLOMBIA,2022,5,17,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
PUERTO COLOMBIA,2022,5,18,6,0.0,0.5,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.16666666666666666,0.8333333333333334,0.0,1.0,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334
PUERTO COLOMBIA,2022,5,19,7,0.42857142857142855,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,1.0,0.0,0.42857142857142855,0.5714285714285714,0.0,1.0,0.8571428571428571,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143
PUERTO COLOMBIA,2022,5,20,7,0.2857142857142857,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.2857142857142857,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.0,1.0,0.42857142857142855,0.5714285714285714,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143
PUERTO COLOMBIA,2022,6,21,19,0.47368421052631576,0.3157894736842105,0.0,0.0,0.21052631578947367,0.0,0.0,0.3157894736842105,0.0,0.05263157894736842,0.0,0.0,0.631578947368421,0.7368421052631579,0.2631578947368421,0.42105263157894735,0.5789473684210527,0.0,1.0,0.42105263157894735,0.5789473684210527,0.0,0.0,1.0,0.0,0.0,0.9473684210526315,0.05263157894736842,0.0,0.3684210526315789,0.0,0.631578947368421
PUERTO COLOMBIA,2022,6,22,14,0.7857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.07142857142857142,0.35714285714285715,0.0,0.0,0.0,0.0,0.6428571428571429,0.9285714285714286,0.07142857142857142,0.7142857142857143,0.2857142857142857,0.0,1.0,0.42857142857142855,0.5714285714285714,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.35714285714285715,0.0,0.6428571428571429
PUERTO COLOMBIA,2022,6,23,16,0.375,0.25,0.0,0.0,0.375,0.0,0.0,0.375,0.0,0.0,0.0,0.0625,0.5625,0.875,0.125,0.375,0.625,0.0,1.0,0.4375,0.5625,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5625,0.0,0.4375
PUERTO COLOMBIA,2022,6,24,17,0.5882352941176471,0.29411764705882354,0.0,0.0,0.11764705882352941,0.0,0.0,0.35294117647058826,0.0,0.0,0.058823529411764705,0.11764705882352941,0.47058823529411764,0.8823529411764706,0.11764705882352941,0.4117647058823529,0.5882352941176471,0.0,1.0,0.47058823529411764,0.5294117647058824,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4117647058823529,0.0,0.5882352941176471
PUERTO COLOMBIA,2022,7,25,8,0.5,0.25,0.0,0.0,0.125,0.0,0.125,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.25,0.75,0.0,1.0,0.375,0.625,0.0,0.0,1.0,0.0,0.0,0.875,0.125,0.0,0.625,0.0,0.375
PUERTO COLOMBIA,2022,7,26,15,0.7333333333333333,0.06666666666666667,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.3333333333333333,0.0,0.06666666666666667,0.0,0.06666666666666667,0.5333333333333333,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.4,0.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.6
PUERTO COLOMBIA,2022,7,27,21,0.5238095238095238,0.3333333333333333,0.0,0.0,0.047619047619047616,0.0,0.09523809523809523,0.47619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.42857142857142855,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.0,1.0,0.38095238095238093,0.6190476190476191,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.47619047619047616,0.0,0.5238095238095238
PUERTO COLOMBIA,2022,7,28,32,0.59375,0.25,0.0,0.0,0.125,0.0,0.03125,0.34375,0.0,0.0,0.0,0.0,0.65625,0.96875,0.03125,0.4375,0.5625,0.0,1.0,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.875,0.125,0.0,0.4375,0.0,0.5625
PUERTO COLOMBIA,2022,8,29,23,0.6086956521739131,0.34782608695652173,0.0,0.0,0.043478260869565216,0.0,0.0,0.43478260869565216,0.0,0.043478260869565216,0.0,0.0,0.5217391304347826,0.9130434782608695,0.08695652173913043,0.391304347826087,0.6086956521739131,0.0,1.0,0.391304347826087,0.6086956521739131,0.0,0.0,1.0,0.0,0.0,0.8260869565217391,0.17391304347826086,0.0,0.5217391304347826,0.0,0.4782608695652174
PUERTO COLOMBIA,2022,8,30,28,0.5,0.42857142857142855,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.5,0.0,0.10714285714285714,0.0,0.0,0.39285714285714285,0.8928571428571429,0.10714285714285714,0.39285714285714285,0.6071428571428571,0.0,1.0,0.6071428571428571,0.39285714285714285,0.0,0.0,1.0,0.0,0.0,0.9285714285714286,0.07142857142857142,0.0,0.25,0.03571428571428571,0.7142857142857143
PUERTO COLOMBIA,2022,8,31,39,0.41025641025641024,0.358974358974359,0.0,0.0,0.1794871794871795,0.0,0.05128205128205128,0.358974358974359,0.0,0.07692307692307693,0.0,0.07692307692307693,0.48717948717948717,0.9230769230769231,0.07692307692307693,0.4358974358974359,0.5641025641025641,0.0,1.0,0.5641025641025641,0.4358974358974359,0.0,0.0,1.0,0.0,0.0,0.9487179487179487,0.05128205128205128,0.0,0.3076923076923077,0.0,0.6923076923076923
PUERTO COLOMBIA,2022,8,32,23,0.43478260869565216,0.391304347826087,0.043478260869565216,0.0,0.13043478260869565,0.0,0.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.43478260869565216,0.9130434782608695,0.08695652173913043,0.30434782608695654,0.6956521739130435,0.0,1.0,0.43478260869565216,0.5652173913043478,0.0,0.0,1.0,0.0,0.0,0.9130434782608695,0.08695652173913043,0.0,0.34782608695652173,0.0,0.6521739130434783
PUERTO COLOMBIA,2022,9,33,16,0.5625,0.25,0.0,0.0,0.0625,0.0,0.125,0.5,0.0,0.0,0.0,0.0,0.5,0.875,0.125,0.4375,0.5625,0.0,1.0,0.5625,0.4375,0.0,0.0,1.0,0.0,0.0,0.875,0.125,0.0,0.125,0.0625,0.8125
PUERTO COLOMBIA,2022,9,34,12,0.5833333333333334,0.25,0.0,0.0,0.16666666666666666,0.0,0.0,0.5,0.0,0.0,0.08333333333333333,0.0,0.4166666666666667,1.0,0.0,0.5833333333333334,0.4166666666666667,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
PUERTO COLOMBIA,2022,9,35,17,0.5882352941176471,0.29411764705882354,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.4117647058823529,0.0,0.058823529411764705,0.0,0.0,0.5294117647058824,1.0,0.0,0.7647058823529411,0.23529411764705882,0.0,1.0,0.47058823529411764,0.5294117647058824,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4117647058823529,0.0,0.5882352941176471
PUERTO COLOMBIA,2022,9,36,12,0.4166666666666667,0.4166666666666667,0.0,0.0,0.16666666666666666,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.5833333333333334,1.0,0.0,0.75,0.25,0.0,1.0,0.5833333333333334,0.4166666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334
PUERTO COLOMBIA,2022,10,37,15,0.6666666666666666,0.2,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667,0.6,0.8666666666666667,0.13333333333333333,0.4,0.6,0.0,1.0,0.8,0.2,0.0,0.0,1.0,0.0,0.0,0.9333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.0,0.8666666666666667
PUERTO COLOMBIA,2022,10,38,11,0.36363636363636365,0.36363636363636365,0.0,0.0,0.2727272727272727,0.0,0.0,0.45454545454545453,0.0,0.09090909090909091,0.0,0.0,0.45454545454545453,1.0,0.0,0.5454545454545454,0.45454545454545453,0.0,1.0,0.45454545454545453,0.5454545454545454,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2727272727272727,0.0,0.7272727272727273
PUERTO COLOMBIA,2022,10,39,11,0.7272727272727273,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.8181818181818182,0.18181818181818182,0.5454545454545454,0.45454545454545453,0.0,1.0,0.36363636363636365,0.6363636363636364,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.36363636363636365,0.0,0.6363636363636364
PUERTO COLOMBIA,2022,10,40,14,0.2857142857142857,0.35714285714285715,0.07142857142857142,0.0,0.21428571428571427,0.0,0.07142857142857142,0.5,0.0,0.0,0.0,0.0,0.5,0.7857142857142857,0.21428571428571427,0.5,0.5,0.0,1.0,0.7142857142857143,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5
PUERTO COLOMBIA,2022,11,41,9,0.2222222222222222,0.3333333333333333,0.0,0.0,0.4444444444444444,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.5555555555555556,0.4444444444444444,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.4444444444444444,0.0,0.5555555555555556
PUERTO COLOMBIA,2022,11,42,10,0.1,0.5,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.5,1.0,0.0,0.9,0.1,0.0,1.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5
