municipio,año,temp_max,temp_min,humedad,precipitacion,dist_rio_1,dist_lag_1
SOLEDAD,2023,31.00811767578125,24.95628929138184,88.87889862060547,321774.9037373719,2.112103133879049,1.787470321237574
SUAN,2017,31.806760787963867,24.78409767150879,89.6013412475586,391557.69860685687,0.096866397333771,15.05169670349008
SUAN,2018,31.78348159790039,24.729564666748047,89.58712005615234,334465.0519275829,0.096866397333771,15.05169670349008
SUAN,2019,31.988693237304688,24.975807189941406,89.21769714355469,305777.8848749644,0.096866397333771,15.05169670349008
SUAN,2020,31.535022735595703,24.764015197753903,89.50151824951172,381519.73769484,0.096866397333771,15.05169670349008
SUAN,2021,31.44579315185547,24.616010665893555,89.46827697753906,373539.155241398,0.096866397333771,15.05169670349008
SUAN,2022,31.21098518371582,24.422924041748047,90.60259246826172,463243.6593551668,0.096866397333771,15.05169670349008
SUAN,2023,32.24393844604492,24.977706909179688,89.33922576904297,340193.4900922155,0.096866397333771,15.05169670349008
TUBARÁ,2017,29.827037811279297,24.617919921875,89.37731170654297,219832.37257087068,2.257754046682011,5.215228565790677
TUBARÁ,2018,29.80306053161621,24.52410697937012,88.83016204833984,147985.44665997976,2.257754046682011,5.215228565790677
TUBARÁ,2019,30.001129150390625,24.625518798828125,88.9022445678711,154603.92412912357,2.257754046682011,5.215228565790677
TUBARÁ,2020,29.8512020111084,24.556325912475582,89.03457641601562,239054.1635835757,2.257754046682011,5.215228565790677
TUBARÁ,2021,29.594343185424805,24.40907859802246,88.85101318359375,224050.5869322607,2.257754046682011,5.215228565790677
TUBARÁ,2022,29.522958755493164,24.25986671447754,89.30464935302734,370542.3792909759,2.257754046682011,5.215228565790677
TUBARÁ,2023,30.10891532897949,24.73935317993164,89.13164520263672,202076.5811062349,2.257754046682011,5.215228565790677
USIACURÍ,2017,30.59638023376465,24.120227813720703,90.4489974975586,442118.2689989021,0.849955816326732,16.59706955994731
USIACURÍ,2018,30.69333839416504,24.07225227355957,89.88284810384114,355285.0849317361,0.849955816326732,16.59706955994731
USIACURÍ,2019,31.038258870442707,24.343926747639973,89.28534189860027,324381.1071428207,0.849955816326732,16.59706955994731
USIACURÍ,2020,30.64440027872721,24.153483708699543,89.68080139160156,423450.8855935247,0.849955816326732,16.59706955994731
USIACURÍ,2021,30.36741002400716,23.94867515563965,89.72848510742188,430759.6272695636,0.849955816326732,16.59706955994731
USIACURÍ,2022,30.25070317586263,23.7671750386556,90.94701639811198,568303.6927129307,0.849955816326732,16.59706955994731
USIACURÍ,2023,31.0479253133138,24.326558430989586,90.00780741373698,372214.75067557534,0.849955816326732,16.59706955994731
