municipio,año,periodo,casos,ciclo_vital_adolescencia,ciclo_vital_adulto,ciclo_vital_adulto_mayor,ciclo_vital_infante_mayor,ciclo_vital_infante_menor,regimen_salud_contributivo,regimen_salud_otro,regimen_salud_subsidiado,evento_clasico,evento_grave,sexo_femenino,sexo_masculino,temp_media,humedad,precipitacion,dist_rio,dist_lago,acueducto_continuidad,acueducto_porcentaje
BARANOA,2019,12,67,36,8,0,23,0,16,2,49,65,2,27,40,26.82474452427457,92.9246926988874,343.8900002390146,1.275986857905614,17.60367485448971,23.54,98.34
BARANOA,2019,13,85,47,5,0,33,0,23,2,60,84,1,39,46,27.26763196672714,92.61376871381488,246.92999997921288,1.275986857905614,17.60367485448971,23.54,98.34
BARANOA,2020,1,67,30,9,0,28,0,17,6,44,67,0,40,27,27.15978686992941,87.84422801091121,28.47999998368323,1.275986857905614,17.60367485448971,23.66,98.71
BARANOA,2020,2,31,11,4,1,15,0,8,2,21,30,1,20,11,27.632867431640644,86.21425819396973,110.07000000029802,1.275986857905614,17.60367485448971,23.66,98.71
BARANOA,2020,3,8,4,1,0,3,0,1,1,6,8,0,3,5,27.43780779157368,85.19356754847935,102.80000001192091,1.275986857905614,17.60367485448971,23.66,98.71
BARANOA,2020,4,4,1,0,0,3,0,3,0,1,4,0,3,1,28.18283724103657,86.42797797066825,78.43000086024404,1.275986857905614,17.60367485448971,23.66,98.71
BARANOA,2020,6,1,0,1,0,0,0,0,0,1,1,0,1,0,27.64966463361469,90.6635434286935,379.4799978733063,1.275986857905614,17.60367485448971,23.66,98.71
BARANOA,2020,8,7,4,1,0,2,0,2,0,5,6,1,6,1,27.379179164341537,93.56631660461426,224.23000040650368,1.275986857905614,17.60367485448971,23.66,98.71
BARANOA,2020,9,12,4,2,0,6,0,2,1,9,11,1,5,7,26.76524723597937,94.11125700814384,404.9800003170967,1.275986857905614,17.60367485448971,23.66,98.71
BARANOA,2020,10,7,4,0,0,3,0,0,1,6,7,0,3,4,26.66851959228518,94.52493095397948,418.010000705719,1.275986857905614,17.60367485448971,23.66,98.71
BARANOA,2020,11,9,6,1,0,2,0,2,0,7,9,0,3,6,26.134415653773736,93.92731475830078,392.630000025034,1.275986857905614,17.60367485448971,23.66,98.71
BARANOA,2020,12,11,3,0,0,7,1,1,1,9,11,0,7,4,25.855223410470163,94.14801733834403,319.51000288128853,1.275986857905614,17.60367485448971,23.66,98.71
BARANOA,2020,13,10,5,0,0,5,0,3,0,7,10,0,4,6,26.499875095912408,92.19226946149554,164.77000004053116,1.275986857905614,17.60367485448971,23.66,98.71
BARANOA,2020,14,3,2,1,0,0,0,1,0,2,3,0,3,0,26.521653747558616,90.27071952819824,39.0,1.275986857905614,17.60367485448971,23.66,98.71
BARANOA,2021,1,4,3,0,0,1,0,1,0,3,4,0,3,1,27.009339359828424,87.64010047912598,40.04000097513199,1.275986857905614,17.60367485448971,23.63,98.8
BARANOA,2021,2,1,0,0,0,1,0,0,0,1,0,1,0,1,27.67205963134768,85.75867325919015,147.57000094652176,1.275986857905614,17.60367485448971,23.63,98.8
BARANOA,2021,4,1,0,0,1,0,0,1,0,0,1,0,1,0,27.448740713936964,88.38417298453194,190.9999999366701,1.275986857905614,17.60367485448971,23.63,98.8
BARANOA,2021,7,1,1,0,0,0,0,1,0,0,1,0,0,1,26.98026046752932,91.98742539542062,256.3399994149804,1.275986857905614,17.60367485448971,23.63,98.8
BARANOA,2021,8,2,0,0,0,2,0,0,0,2,2,0,1,1,27.08102188110354,91.99444144112724,256.28999857604504,1.275986857905614,17.60367485448971,23.63,98.8
BARANOA,2021,9,9,5,1,0,3,0,4,0,5,9,0,4,5,26.366769409179707,94.22322763715472,444.4299968481064,1.275986857905614,17.60367485448971,23.63,98.8
BARANOA,2021,10,24,11,3,0,10,0,4,0,20,23,1,9,15,26.796524483816984,93.14270155770438,286.88999949768186,1.275986857905614,17.60367485448971,23.63,98.8
BARANOA,2021,11,18,9,2,0,7,0,3,1,14,18,0,8,10,26.33740059988841,93.78765187944684,358.7700027227402,1.275986857905614,17.60367485448971,23.63,98.8
BARANOA,2021,12,29,15,2,0,12,0,11,3,15,28,1,16,13,26.530353437151245,93.40439632960728,229.4100041091442,1.275986857905614,17.60367485448971,23.63,98.8
BARANOA,2021,13,20,16,2,0,2,0,5,1,14,20,0,14,6,26.866573979304405,91.28664838350736,76.80999996885657,1.275986857905614,17.60367485448971,23.63,98.8
BARANOA,2022,1,6,2,2,0,2,0,1,0,5,6,0,2,4,26.82930799211777,88.59259605407715,198.4400028660893,1.275986857905614,17.60367485448971,23.85,99.54
BARANOA,2022,2,1,0,1,0,0,0,0,0,1,1,0,1,0,27.28082536969868,85.58803830827985,83.33000010251999,1.275986857905614,17.60367485448971,23.85,99.54
BARANOA,2022,3,1,0,1,0,0,0,0,1,0,1,0,0,1,27.738884953090142,86.94763674054828,158.99000097066164,1.275986857905614,17.60367485448971,23.85,99.54
BARANOA,2022,5,1,0,0,0,1,0,0,0,1,1,0,1,0,27.27031097412112,91.4297297341483,250.3299985527992,1.275986857905614,17.60367485448971,23.85,99.54
BARANOA,2022,6,5,0,5,0,0,0,0,1,4,5,0,2,3,26.749581909179707,92.86189542497908,458.11999917030334,1.275986857905614,17.60367485448971,23.85,99.54
BARANOA,2022,7,4,2,1,0,1,0,3,0,1,4,0,1,3,27.16039374215264,93.29742813110352,308.3199996352196,1.275986857905614,17.60367485448971,23.85,99.54
BARANOA,2022,8,15,6,7,0,2,0,7,1,7,15,0,7,8,27.07850309099472,93.78088787623814,455.23000079393387,1.275986857905614,17.60367485448971,23.85,99.54
BARANOA,2022,9,12,8,1,0,3,0,2,1,9,11,1,3,9,26.96498859950476,94.79662840706962,368.80999743938446,1.275986857905614,17.60367485448971,23.85,99.54
BARANOA,2022,10,11,3,2,0,6,0,2,2,7,11,0,4,7,26.299982779366648,94.78753689357212,350.79999828338623,1.275986857905614,17.60367485448971,23.85,99.54
BARANOA,2022,11,18,4,5,0,9,0,9,0,9,18,0,7,11,26.14248482840404,95.09026309422084,387.0000026226044,1.275986857905614,17.60367485448971,23.85,99.54
BARANOA,2022,12,15,5,4,0,6,0,5,0,10,15,0,6,9,25.952032797677195,94.45142936706544,324.09999710321426,1.275986857905614,17.60367485448971,23.85,99.54
BARANOA,2022,13,7,7,0,0,0,0,3,0,4,7,0,0,7,26.446364514581106,91.20864631389748,56.550000943243504,1.275986857905614,17.60367485448971,23.85,99.54
BARANOA,2023,1,12,4,1,0,6,1,2,0,10,11,1,7,5,26.80728792463032,89.31498609270368,60.13999983668327,1.275986857905614,17.60367485448971,23.87,99.63
BARANOA,2023,2,3,1,1,0,1,0,3,0,0,3,0,1,2,26.91628145490376,83.26703534807477,16.0,1.275986857905614,17.60367485448971,23.87,99.63
BARANOA,2023,3,2,0,2,0,0,0,1,0,1,2,0,2,0,27.03582371303015,88.0662201472691,97.37000115215778,1.275986857905614,17.60367485448971,23.87,99.63
BARANOA,2023,4,3,1,1,0,1,0,2,0,1,3,0,2,1,27.62958025251118,85.21705300467355,178.73999901115894,1.275986857905614,17.60367485448971,23.87,99.63
BARANOA,2023,5,2,1,1,0,0,0,0,0,2,2,0,1,1,28.052698843819776,89.6531799861363,195.2199979573488,1.275986857905614,17.60367485448971,23.87,99.63
BARANOA,2023,6,3,1,1,0,1,0,2,0,1,3,0,3,0,27.751264735630595,92.3879236493792,404.340000718832,1.275986857905614,17.60367485448971,23.87,99.63
BARANOA,2023,7,2,1,1,0,0,0,2,0,0,2,0,2,0,28.037841687883667,91.95152991158622,277.4099989831448,1.275986857905614,17.60367485448971,23.87,99.63
BARANOA,2023,8,11,6,2,0,3,0,2,1,8,11,0,5,6,28.36359776088172,92.46134294782368,166.2799997162074,1.275986857905614,17.60367485448971,23.87,99.63
BARANOA,2023,9,6,3,1,0,2,0,2,0,4,6,0,0,6,27.66915337698802,94.30933734348842,226.630000770092,1.275986857905614,17.60367485448971,23.87,99.63
BARANOA,2023,10,12,5,4,1,2,0,0,2,10,12,0,4,8,27.67337297712056,94.66727638244627,275.6600003838539,1.275986857905614,17.60367485448971,23.87,99.63
BARANOA,2023,11,4,1,3,0,0,0,2,0,2,4,0,3,1,26.87189745221821,94.97186606270928,360.7199994325638,1.275986857905614,17.60367485448971,23.87,99.63
BARANOA,2023,12,15,10,4,0,1,0,5,1,9,15,0,11,4,27.23282230922156,93.91924830845424,163.4100034236908,1.275986857905614,17.60367485448971,23.87,99.63
BARANOA,2023,13,14,10,1,0,3,0,3,0,11,14,0,5,9,27.64669347302669,90.54993491337216,273.2500002402812,1.275986857905614,17.60367485448971,23.87,99.63
CAMPO DE LA CRUZ,2019,5,1,1,0,0,0,0,0,0,1,1,0,0,1,29.046110316685287,85.87101772853306,263.8099994249642,0.262271827829908,5.433398254450008,14.44,60.64
CAMPO DE LA CRUZ,2019,7,7,2,3,0,2,0,1,0,6,6,1,2,5,29.482483891078424,87.43034335545131,117.9700025767088,0.262271827829908,5.433398254450008,14.44,60.64
CAMPO DE LA CRUZ,2019,8,4,1,1,0,2,0,0,0,4,4,0,2,2,29.11118142264232,89.1907433101109,152.91999938338995,0.262271827829908,5.433398254450008,14.44,60.64
CAMPO DE LA CRUZ,2019,9,4,3,0,0,1,0,0,0,4,4,0,2,2,28.6303170340402,91.09414454868862,219.26999950408936,0.262271827829908,5.433398254450008,14.44,60.64
CAMPO DE LA CRUZ,2019,10,2,2,0,0,0,0,0,0,2,2,0,1,1,27.54008472987585,92.78408023289272,204.6700006127357,0.262271827829908,5.433398254450008,14.44,60.64
CAMPO DE LA CRUZ,2019,11,2,1,0,0,1,0,0,0,2,2,0,2,0,26.841174970354377,93.34562982831685,205.64000058174133,0.262271827829908,5.433398254450008,14.44,60.64
CAMPO DE LA CRUZ,2019,12,2,1,1,0,0,0,0,1,1,2,0,1,1,27.6610411507743,91.26337405613492,314.3399997726083,0.262271827829908,5.433398254450008,14.44,60.64
CAMPO DE LA CRUZ,2019,13,8,5,0,0,2,1,2,0,6,8,0,3,5,28.43068684169226,90.36798095703124,238.68999619595704,0.262271827829908,5.433398254450008,14.44,60.64
CAMPO DE LA CRUZ,2020,1,4,2,1,0,1,0,1,0,3,4,0,1,3,28.48830390343301,86.57295139019305,35.709999987855554,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2020,3,1,0,0,0,0,1,0,0,1,1,0,0,1,29.012153516496948,83.13232830592564,125.74000188708304,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2020,8,1,0,0,0,1,0,0,0,1,1,0,1,0,28.27074966430666,91.62102835518974,163.29999840259552,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2021,7,1,0,1,0,0,0,0,0,1,0,1,1,0,27.963984789167142,89.77677917480469,190.54000111296773,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2021,8,1,0,1,0,0,0,1,0,0,1,0,0,1,28.20067367553713,89.63689776829311,174.84000058472157,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2021,10,2,0,1,0,1,0,1,0,1,1,1,1,1,27.29209997994561,92.26818929399762,171.21000013500452,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2021,11,1,0,1,0,0,0,0,0,1,1,0,1,0,26.80085852486749,92.18393652779716,203.15999880433083,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2021,12,3,1,0,0,2,0,0,0,3,3,0,1,2,27.34719783238004,91.93681907653809,179.31000052392483,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2021,13,7,1,3,0,3,0,1,0,6,6,1,4,3,28.18396383432244,89.83079264714168,80.26000025495887,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2022,1,2,1,0,0,1,0,1,0,1,2,0,2,0,28.19378433227541,87.7088236127581,228.25000190734863,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2022,2,17,7,2,0,8,0,1,1,15,17,0,6,11,28.683989824567544,85.156005859375,67.70999993383884,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2022,3,5,2,0,0,3,0,0,0,5,5,0,3,2,29.14251589093892,84.52003206525531,147.40000001341105,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2022,4,5,0,1,0,4,0,0,0,5,5,0,3,2,28.76912187848774,85.62875311715263,207.89000012725592,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2022,5,3,2,0,0,1,0,0,0,3,3,0,0,3,28.19235436575756,88.96584865025112,171.72999960184097,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2022,6,11,5,1,0,5,0,0,2,9,9,2,5,6,27.57186878749304,90.625333241054,303.4800024032593,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2022,7,13,4,1,0,7,1,1,3,9,13,0,8,5,27.79076102120538,91.5905088697161,186.32000145316124,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2022,8,10,4,4,0,2,0,0,1,9,10,0,4,6,27.944821929931663,91.9004135131836,297.8500001132488,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2022,9,6,1,1,0,4,0,0,0,6,5,1,5,1,27.823474775041863,93.03001867021833,238.42999675869945,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2022,10,3,1,1,0,1,0,0,0,3,3,0,0,3,27.06770913260325,92.6872125353132,249.49999820813537,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2022,11,2,0,1,0,1,0,0,1,1,2,0,1,1,26.63272792271207,93.43588611057828,248.7299990653992,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2022,12,2,0,2,0,0,0,0,0,2,2,0,1,1,26.54551249912809,92.68243190220424,211.15999941527843,0.262271827829908,5.433398254450008,24.0,100.0
CAMPO DE LA CRUZ,2023,3,1,0,1,0,0,0,1,0,0,1,0,0,1,28.534716905866368,85.1861139025007,84.04999991692603,0.262271827829908,5.433398254450008,17.42,73.3
CAMPO DE LA CRUZ,2023,5,1,0,0,0,1,0,0,0,1,1,0,1,0,29.470335170200915,86.39804404122489,164.19999976083636,0.262271827829908,5.433398254450008,17.42,73.3
CAMPO DE LA CRUZ,2023,6,1,0,0,0,1,0,0,0,1,1,0,0,1,28.62401351928713,89.87660952976772,220.8500011563301,0.262271827829908,5.433398254450008,17.42,73.3
CAMPO DE LA CRUZ,2023,7,6,2,2,0,1,1,0,0,6,6,0,3,3,29.080940682547453,89.61078207833427,206.4999981224537,0.262271827829908,5.433398254450008,17.42,73.3
CAMPO DE LA CRUZ,2023,8,4,1,0,0,3,0,0,1,3,4,0,3,1,29.70432761056085,89.29823848179409,118.37999969907104,0.262271827829908,5.433398254450008,17.42,73.3
CAMPO DE LA CRUZ,2023,9,1,0,1,0,0,0,0,0,1,1,0,1,0,28.63655133928573,91.6361380985805,175.819999858737,0.262271827829908,5.433398254450008,17.42,73.3
CAMPO DE LA CRUZ,2023,10,2,0,0,0,2,0,0,1,1,2,0,1,1,28.468870871407667,92.44793728419712,192.4600003361702,0.262271827829908,5.433398254450008,17.42,73.3
CAMPO DE LA CRUZ,2023,13,1,1,0,0,0,0,0,0,1,1,0,0,1,29.010800276131484,88.03903145625674,225.9899999797344,0.262271827829908,5.433398254450008,17.42,73.3
CANDELARIA,2018,11,1,1,0,0,0,0,0,0,1,1,0,0,1,27.0195000784738,93.1516889844622,167.84999957680702,1.044205284417448,4.608124745188931,12.44,52.05
CANDELARIA,2019,5,1,1,0,0,0,0,0,1,0,1,0,1,0,28.706094905308337,87.35849516732353,263.8099994249642,1.044205284417448,4.608124745188931,16.63,69.7
CANDELARIA,2019,6,1,1,0,0,0,0,0,0,1,1,0,0,1,27.938780539376413,91.43138776506696,199.5399999320507,1.044205284417448,4.608124745188931,16.63,69.7
CANDELARIA,2019,7,3,1,0,0,2,0,0,0,3,3,0,2,1,29.16139591762,88.92789077758789,117.9700025767088,1.044205284417448,4.608124745188931,16.63,69.7
CANDELARIA,2019,8,3,0,0,0,3,0,0,0,3,3,0,3,0,28.8124208722796,90.64092527117047,152.91999938338995,1.044205284417448,4.608124745188931,16.63,69.7
CANDELARIA,2019,9,3,2,1,0,0,0,2,0,1,3,0,1,2,28.34715205601285,92.47446496146064,219.26999950408936,1.044205284417448,4.608124745188931,16.63,69.7
CANDELARIA,2019,10,3,0,0,0,3,0,0,0,3,3,0,2,1,27.28982424054829,94.0854663848877,204.6700006127357,1.044205284417448,4.608124745188931,16.63,69.7
CANDELARIA,2019,11,8,4,1,0,3,0,3,0,5,8,0,2,6,26.599561854771224,94.59413828168596,205.64000058174133,1.044205284417448,4.608124745188931,16.63,69.7
CANDELARIA,2019,12,2,1,0,0,1,0,1,0,1,2,0,1,1,27.35810296194896,92.54186030796596,314.3399997726083,1.044205284417448,4.608124745188931,16.63,69.7
CANDELARIA,2019,13,4,0,1,0,3,0,1,1,2,4,0,2,2,28.073008837018712,91.64404296875,238.68999619595704,1.044205284417448,4.608124745188931,16.63,69.7
CANDELARIA,2020,1,2,2,0,0,0,0,1,0,1,2,0,2,0,28.116671987680306,87.95309066772461,35.709999987855554,1.044205284417448,4.608124745188931,24.0,100.0
CANDELARIA,2021,10,1,0,0,0,1,0,0,0,1,1,0,0,1,27.05002365112307,93.58177947998048,171.21000013500452,1.044205284417448,4.608124745188931,24.0,100.0
CANDELARIA,2022,5,1,0,1,0,0,0,0,0,1,1,0,0,1,27.8935496738979,90.35723658970424,171.72999960184097,1.044205284417448,4.608124745188931,24.0,100.0
CANDELARIA,2022,6,2,1,0,0,1,0,0,0,2,2,0,2,0,27.32336469377792,91.99757548740932,303.4800024032593,1.044205284417448,4.608124745188931,24.0,100.0
CANDELARIA,2022,7,2,0,0,0,2,0,1,0,1,2,0,0,2,27.5472977774484,92.95532253810336,186.32000145316124,1.044205284417448,4.608124745188931,24.0,100.0
CANDELARIA,2022,8,3,2,0,0,1,0,0,0,3,2,1,2,1,27.698656245640368,93.26290621076312,297.8500001132488,1.044205284417448,4.608124745188931,24.0,100.0
CANDELARIA,2022,9,2,2,0,0,0,0,0,0,2,1,1,2,0,27.57560119628908,94.34584753853936,238.42999675869945,1.044205284417448,4.608124745188931,24.0,100.0
CANDELARIA,2022,11,2,1,0,0,1,0,1,0,1,2,0,1,1,26.39802158900672,94.677430834089,248.7299990653992,1.044205284417448,4.608124745188931,24.0,100.0
CANDELARIA,2022,12,1,1,0,0,0,0,0,0,1,1,0,1,0,26.290608978271507,93.91122436523438,211.15999941527843,1.044205284417448,4.608124745188931,24.0,100.0
CANDELARIA,2023,2,2,1,0,0,1,0,1,0,1,2,0,0,2,28.237468610491096,83.3045289175851,36.03999999910593,1.044205284417448,4.608124745188931,5.71,23.83
CANDELARIA,2023,9,4,3,1,0,0,0,2,0,2,3,1,2,2,28.35226266043529,92.99769265311105,175.819999858737,1.044205284417448,4.608124745188931,5.71,23.83
CANDELARIA,2023,13,1,0,1,0,0,0,0,0,1,1,0,1,0,28.62558425377157,89.3882020095299,225.9899999797344,1.044205284417448,4.608124745188931,5.71,23.83
GALAPA,2018,1,1,1,0,0,0,0,1,0,0,1,0,1,0,27.308567652209074,87.15088337865369,20.50000008381903,0.728151113212237,12.860763614518282,23.77,99.02
GALAPA,2018,2,1,0,1,0,0,0,1,0,0,1,0,1,0,26.82210693359377,83.57242665972028,0.0,0.728151113212237,12.860763614518282,23.77,99.02
GALAPA,2018,4,2,1,1,0,0,0,0,0,2,2,0,2,0,27.51779654366631,86.07543509347099,35.56000076234341,0.728151113212237,12.860763614518282,23.77,99.02
GALAPA,2018,5,3,1,2,0,0,0,2,0,1,3,0,3,0,27.56334566388813,89.06201526096889,205.66000042296943,0.728151113212237,12.860763614518282,23.77,99.02
GALAPA,2018,6,1,0,1,0,0,0,0,0,1,1,0,0,1,27.86816231863841,89.60286712646484,158.94999966397882,0.728151113212237,12.860763614518282,23.77,99.02
GALAPA,2018,7,4,0,2,0,2,0,1,0,3,4,0,3,1,27.431753867013136,90.54302651541572,60.709999687969685,0.728151113212237,12.860763614518282,23.77,99.02
GALAPA,2018,8,6,5,0,0,1,0,1,0,5,6,0,4,2,27.13101021902904,92.00399426051548,76.70000034756958,0.728151113212237,12.860763614518282,23.77,99.02
GALAPA,2018,9,3,0,2,0,1,0,1,0,2,3,0,0,3,27.0721750531878,93.10954557146344,131.59000009298325,0.728151113212237,12.860763614518282,23.77,99.02
GALAPA,2018,10,24,8,4,0,11,1,8,1,15,23,1,11,13,27.00511648995538,93.55383627755302,232.57999861240387,0.728151113212237,12.860763614518282,23.77,99.02
GALAPA,2018,11,19,12,1,0,6,0,6,1,12,19,0,8,11,26.77093712942943,92.15569986615864,167.21999926120043,0.728151113212237,12.860763614518282,23.77,99.02
GALAPA,2018,12,25,10,8,0,7,0,6,0,19,24,1,9,16,27.10674165998188,91.153169631958,51.82000016234815,0.728151113212237,12.860763614518282,23.77,99.02
GALAPA,2018,13,47,28,4,0,15,0,13,2,32,47,0,20,27,26.81346337454661,87.47749301365444,0.2899999916553497,0.728151113212237,12.860763614518282,23.77,99.02
GALAPA,2019,1,24,13,1,0,10,0,4,0,20,23,1,15,9,26.58837701205552,86.50073031721443,12.770000064745544,0.728151113212237,12.860763614518282,23.78,99.24
GALAPA,2019,1,24,13,1,0,10,0,4,0,20,23,1,15,9,26.58837701205552,86.50073031721443,12.770000064745544,0.728151113212237,12.860763614518282,23.59,98.5
GALAPA,2019,2,8,4,1,0,3,0,3,0,5,8,0,4,4,26.964619663783505,85.71721185956683,2.889999995008111,0.728151113212237,12.860763614518282,23.78,99.24
GALAPA,2019,2,8,4,1,0,3,0,3,0,5,8,0,4,4,26.964619663783505,85.71721185956683,2.889999995008111,0.728151113212237,12.860763614518282,23.59,98.5
GALAPA,2019,3,1,0,0,0,1,0,0,0,1,1,0,1,0,26.90767168317524,85.44664546421596,3.949999872595072,0.728151113212237,12.860763614518282,23.78,99.24
GALAPA,2019,3,1,0,0,0,1,0,0,0,1,1,0,1,0,26.90767168317524,85.44664546421596,3.949999872595072,0.728151113212237,12.860763614518282,23.59,98.5
GALAPA,2019,4,3,0,2,0,1,0,0,0,3,3,0,1,2,27.75636389596124,85.95641354152134,28.77000017650425,0.728151113212237,12.860763614518282,23.78,99.24
GALAPA,2019,4,3,0,2,0,1,0,0,0,3,3,0,1,2,27.75636389596124,85.95641354152134,28.77000017650425,0.728151113212237,12.860763614518282,23.59,98.5
GALAPA,2019,6,1,1,0,0,0,0,0,0,1,1,0,0,1,27.83945290701732,90.47479629516602,237.56000079587105,0.728151113212237,12.860763614518282,23.78,99.24
GALAPA,2019,6,1,1,0,0,0,0,0,0,1,1,0,0,1,27.83945290701732,90.47479629516602,237.56000079587105,0.728151113212237,12.860763614518282,23.59,98.5
GALAPA,2019,7,3,1,2,0,0,0,0,1,2,3,0,1,2,27.70809598650253,90.24919319152832,40.87000082060695,0.728151113212237,12.860763614518282,23.78,99.24
GALAPA,2019,7,3,1,2,0,0,0,0,1,2,3,0,1,2,27.70809598650253,90.24919319152832,40.87000082060695,0.728151113212237,12.860763614518282,23.59,98.5
GALAPA,2019,8,3,1,1,0,1,0,3,0,0,3,0,1,2,27.4223468235561,92.84202657427106,77.74000051245093,0.728151113212237,12.860763614518282,23.78,99.24
