municipio,año,periodo,temp_media,humedad,precipitacion
CAMPO DE LA CRUZ,2018,13,28.273418862479097,88.8484559740339,2.789999971166252
CAMPO DE LA CRUZ,2019,1,28.32180491480336,86.65363232842807,135.65000215172768
CAMPO DE LA CRUZ,2019,2,29.1179639543806,83.51062338692802,137.56000101566315
CAMPO DE LA CRUZ,2019,3,29.215709032331212,82.62765230451312,56.9400007147342
CAMPO DE LA CRUZ,2019,4,29.411623164585677,83.80391447884696,89.21999987214804
CAMPO DE LA CRUZ,2019,5,29.046110316685287,85.87101772853306,263.8099994249642
CAMPO DE LA CRUZ,2019,6,28.218726457868325,90.04364177158901,199.5399999320507
CAMPO DE LA CRUZ,2019,7,29.482483891078424,87.43034335545131,117.9700025767088
CAMPO DE LA CRUZ,2019,8,29.111181422642318,89.1907433101109,152.91999938338995
CAMPO DE LA CRUZ,2019,9,28.630317034040196,91.09414454868862,219.26999950408936
CAMPO DE LA CRUZ,2019,10,27.540084729875854,92.78408023289272,204.67000061273575
CAMPO DE LA CRUZ,2019,11,26.841174970354377,93.34562982831683,205.64000058174133
CAMPO DE LA CRUZ,2019,12,27.6610411507743,91.26337405613491,314.3399997726083
CAMPO DE LA CRUZ,2019,13,28.43068684169226,90.36798095703125,238.68999619595706
CAMPO DE LA CRUZ,2020,1,28.48830390343301,86.57295139019305,35.709999987855554
CAMPO DE LA CRUZ,2020,2,29.19254292079383,84.28898702348981,85.09000191092491
CAMPO DE LA CRUZ,2020,3,29.012153516496948,83.13232830592564,125.74000188708305
CAMPO DE LA CRUZ,2020,4,29.598152051653205,83.87534768240792,87.17999996617436
CAMPO DE LA CRUZ,2020,5,29.792355564662408,84.8451589856829,151.14999958127737
CAMPO DE LA CRUZ,2020,6,28.611224474225743,87.8351560320173,213.3200020492077
CAMPO DE LA CRUZ,2020,7,28.453151048932778,88.82203837803432,200.0400000642985
CAMPO DE LA CRUZ,2020,8,28.27074966430666,91.62102835518974,163.29999840259552
CAMPO DE LA CRUZ,2020,9,27.511930084228535,92.09429332188198,264.56999979168177
CAMPO DE LA CRUZ,2020,10,27.22739726475309,92.73405347551618,258.04999911785126
CAMPO DE LA CRUZ,2020,11,26.70039465767999,92.56776945931571,338.4600073695183
CAMPO DE LA CRUZ,2020,12,26.401351274762856,92.25190544128418,270.8299988210201
CAMPO DE LA CRUZ,2020,13,27.330714525495278,91.31669807434082,144.1000004708767
CAMPO DE LA CRUZ,2020,14,27.702226257324245,88.91594505310059,33.0
CAMPO DE LA CRUZ,2021,1,28.53361391339985,85.99353381565639,36.47000002861023
CAMPO DE LA CRUZ,2021,2,29.265005275181384,83.54952948434013,183.76000000536442
CAMPO DE LA CRUZ,2021,3,29.068038286481602,82.62531525748116,149.03000190854073
CAMPO DE LA CRUZ,2021,4,28.724134063720722,85.53504153660366,154.10999912023544
CAMPO DE LA CRUZ,2021,5,28.500245666503925,86.80385099138532,167.53000044822693
CAMPO DE LA CRUZ,2021,6,28.029759979248066,88.81051635742188,208.14000016450882
CAMPO DE LA CRUZ,2021,7,27.963984789167146,89.77677917480469,190.54000111296773
