municipio,año,fecha,temp_max,latitud,longitud
MALAMBO,2019,2019-04-19,305.3026428222656,10.848289285861629,-74.8061750526255
MANATÍ,2019,2019-04-19,306.5428771972656,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2019,2019-04-19,306.5401916503906,10.694812386323434,-74.77015084732946
PIOJÓ,2019,2019-04-19,305.8896574797454,10.740779525620145,-75.14364579776823
POLONUEVO,2019,2019-04-19,306.0467020670573,10.767401673530337,-74.85414835065527
PONEDERA,2019,2019-04-19,306.7870483398437,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2019,2019-04-19,303.7687072753906,11.00468737217774,-74.90650030692068
REPELÓN,2019,2019-04-19,306.32584861472805,10.507568372875568,-75.12187933511093
SABANAGRANDE,2019,2019-04-19,306.1679992675781,10.798940150928054,-74.76879660339148
SABANALARGA,2019,2019-04-19,306.4139404296875,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2019,2019-04-19,306.7096761067708,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2019,2019-04-19,306.0467020670573,10.744048200714978,-74.79479581261772
SOLEDAD,2019,2019-04-19,305.1560363769531,10.906909741834337,-74.77842447604834
SUAN,2019,2019-04-19,306.6914978027344,10.310850238176537,-74.90713309116475
TUBARÁ,2019,2019-04-19,303.94586181640625,10.907060348938533,-74.98448392990626
USIACURÍ,2019,2019-04-19,305.87352498372394,10.740522656584362,-74.98267412624779
BARRANQUILLA,2019,2019-04-20,304.06463623046875,10.98152771823087,-74.82774915964693
BARANOA,2019,2019-04-20,304.7958068847656,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2019,2019-04-20,306.1150817871094,10.402620855645086,-74.87840832085742
CANDELARIA,2019,2019-04-20,305.8829650878906,10.489019585448387,-74.87756539446083
GALAPA,2019,2019-04-20,304.52471923828125,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2019,2019-04-20,305.3422546386719,10.823092520111464,-75.07842405936859
LURUACO,2019,2019-04-20,305.4962327745225,10.635031161141915,-75.15402741021481
MALAMBO,2019,2019-04-20,305.04038492838544,10.848289285861629,-74.8061750526255
MANATÍ,2019,2019-04-20,305.5745849609375,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2019,2019-04-20,305.8493347167969,10.694812386323434,-74.77015084732946
PIOJÓ,2019,2019-04-20,305.38653790509255,10.740779525620145,-75.14364579776823
POLONUEVO,2019,2019-04-20,305.3818664550781,10.767401673530337,-74.85414835065527
PONEDERA,2019,2019-04-20,306.0606384277344,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2019,2019-04-20,303.7265625,11.00468737217774,-74.90650030692068
REPELÓN,2019,2019-04-20,305.63204503942416,10.507568372875568,-75.12187933511093
SABANAGRANDE,2019,2019-04-20,305.5004577636719,10.798940150928054,-74.76879660339148
SABANALARGA,2019,2019-04-20,305.8253173828125,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2019,2019-04-20,305.8754374186198,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2019,2019-04-20,305.3818664550781,10.744048200714978,-74.79479581261772
